	specimen_id	dendrite_type	cell_firing_rate	threshold_i_long_square	sweep_number	sweep_FR	stimulus_absolute_amplitude	nm_volume
1661	510715606	aspiny	118.47861309138	330.0	78	1.000020000400008	350.000001203554	3589.964177842037
1662	510715606	aspiny	118.47861309138	330.0	79	1.000020000400008	350.000001203554	3589.964177842037
1673	513510227	spiny	7.24200362100183	190.0	43	2.000040000800016	190.000001842883	8302.262571212299
1674	513510227	spiny	7.24200362100183	190.0	44	5.00010000200004	210.00000349769	8302.262571212299
1675	513510227	spiny	7.24200362100183	190.0	45	7.000140002800056	230.000005152498	8302.262571212299
1676	513510227	spiny	7.24200362100183	190.0	46	9.000180003600072	249.999992929517	8302.262571212299
1677	513510227	spiny	7.24200362100183	190.0	48	10.00020000400008	289.999996239132	8302.262571212299
1678	513510227	spiny	7.24200362100183	190.0	49	11.000220004400088	309.999997893939	8302.262571212299
1679	513510227	spiny	7.24200362100183	190.0	52	7.000140002800056	350.000001203554	8302.262571212299
1680	513510227	spiny	7.24200362100183	190.0	54	6.000120002400048	350.000001203554	8302.262571212299
1690	514767977	aspiny	25.385396473737607	59.99999618530271	32	7.000140002800056	69.9999988529321	1434.243976707909
1691	514767977	aspiny	25.385396473737607	59.99999618530271	33	17.000340006800137	90.0000005077395	1434.243976707909
1692	514767977	aspiny	25.385396473737607	59.99999618530271	34	23.000460009200186	110.000002162547	1434.243976707909
1693	514767977	aspiny	25.385396473737607	59.99999618530271	35	24.000480009600192	129.99999687846	1434.243976707909
1694	514767977	aspiny	25.385396473737607	59.99999618530271	36	23.000460009200186	149.999998533268	1434.243976707909
1695	514767977	aspiny	25.385396473737607	59.99999618530271	37	25.000500010000202	170.000000188075	1434.243976707909
1696	514767977	aspiny	25.385396473737607	59.99999618530271	38	21.00042000840017	190.000001842883	1434.243976707909
1697	514767977	aspiny	25.385396473737607	59.99999618530271	39	22.000440008800176	210.00000349769	1434.243976707909
1698	514767977	aspiny	25.385396473737607	59.99999618530271	40	1.000020000400008	59.9999980255284	1434.243976707909
1700	514767977	aspiny	25.385396473737607	59.99999618530271	43	1.000020000400008	59.9999980255284	1434.243976707909
1701	514767977	aspiny	25.385396473737607	59.99999618530271	44	2.000040000800016	59.9999980255284	1434.243976707909
1702	514767977	aspiny	25.385396473737607	59.99999618530271	45	1.000020000400008	59.9999980255284	1434.243976707909
1704	514767977	aspiny	25.385396473737607	59.99999618530271	58	1.000020000400008	59.9999980255284	1434.243976707909
1709	514824979	aspiny	19.5501409668059	70.0	30	8.000160003200063	69.9999988529321	1645.5121783933414
1710	514824979	aspiny	19.5501409668059	70.0	33	20.00040000800016	129.99999687846	1645.5121783933414
1711	514824979	aspiny	19.5501409668059	70.0	34	22.000440008800176	149.999998533268	1645.5121783933414
1712	514824979	aspiny	19.5501409668059	70.0	35	23.000460009200186	170.000000188075	1645.5121783933414
1713	514824979	aspiny	19.5501409668059	70.0	36	22.000440008800176	190.000001842883	1645.5121783933414
1716	514824979	aspiny	19.5501409668059	70.0	39	2.000040000800016	69.9999988529321	1645.5121783933414
1717	514824979	aspiny	19.5501409668059	70.0	40	2.000040000800016	69.9999988529321	1645.5121783933414
1718	514824979	aspiny	19.5501409668059	70.0	42	2.000040000800016	69.9999988529321	1645.5121783933414
1723	516362762	aspiny	19.1263101522454	110.0	35	6.000120002400048	110.000002162547	2310.166866946092
1724	516362762	aspiny	19.1263101522454	110.0	38	6.000120002400048	170.000000188075	2310.166866946092
1733	517345160	sparsely spiny	11.9132713843221	20.0	27	4.000080001600032	29.9999990127642	3414.5191213830767
1734	517345160	sparsely spiny	11.9132713843221	20.0	29	11.000220004400088	69.9999988529321	3414.5191213830767
1735	517345160	sparsely spiny	11.9132713843221	20.0	30	14.000280005600112	90.0000005077395	3414.5191213830767
1736	517345160	sparsely spiny	11.9132713843221	20.0	32	24.000480009600192	129.99999687846	3414.5191213830767
1737	517345160	sparsely spiny	11.9132713843221	20.0	33	28.000560011200225	149.999998533268	3414.5191213830767
1738	517345160	sparsely spiny	11.9132713843221	20.0	34	31.000620012400248	170.000000188075	3414.5191213830767
1739	517345160	sparsely spiny	11.9132713843221	20.0	35	1.000020000400008	19.9999999200839	3414.5191213830767
1740	517345160	sparsely spiny	11.9132713843221	20.0	36	1.000020000400008	19.9999999200839	3414.5191213830767
1741	517345160	sparsely spiny	11.9132713843221	20.0	37	2.000040000800016	19.9999999200839	3414.5191213830767
1742	517345160	sparsely spiny	11.9132713843221	20.0	38	1.000020000400008	19.9999999200839	3414.5191213830767
1743	517345160	sparsely spiny	11.9132713843221	20.0	39	2.000040000800016	19.9999999200839	3414.5191213830767
1744	517345160	sparsely spiny	11.9132713843221	20.0	40	12.000240004800096	59.9999980255284	3414.5191213830767
1745	517345160	sparsely spiny	11.9132713843221	20.0	41	13.000260005200104	59.9999980255284	3414.5191213830767
1746	517345160	sparsely spiny	11.9132713843221	20.0	42	11.000220004400088	59.9999980255284	3414.5191213830767
1747	517345160	sparsely spiny	11.9132713843221	20.0	43	12.000240004800096	59.9999980255284	3414.5191213830767
1770	517673596	weird_spiny	138.121546961328	330.0	57	2.000040000800016	329.999999548747	13009.645503582742
1771	517673596	weird_spiny	138.121546961328	330.0	58	2.000040000800016	350.000001203554	13009.645503582742
1772	517673596	weird_spiny	138.121546961328	330.0	59	2.000040000800016	370.000002858362	13009.645503582742
1773	517673596	weird_spiny	138.121546961328	330.0	60	3.000060001200024	390.000004513169	13009.645503582742
1774	517673596	weird_spiny	138.121546961328	330.0	61	5.00010000200004	410.000006167976	13009.645503582742
1775	517673596	weird_spiny	138.121546961328	330.0	62	7.000140002800056	430.000007822784	13009.645503582742
1776	517673596	weird_spiny	138.121546961328	330.0	63	9.000180003600072	450.000009477591	13009.645503582742
1777	517673596	weird_spiny	138.121546961328	330.0	64	10.00020000400008	469.999983376823	13009.645503582742
1778	517673596	weird_spiny	138.121546961328	330.0	65	1.000020000400008	329.999999548747	13009.645503582742
1779	517673596	weird_spiny	138.121546961328	330.0	66	2.000040000800016	329.999999548747	13009.645503582742
1780	517673596	weird_spiny	138.121546961328	330.0	67	1.000020000400008	329.999999548747	13009.645503582742
1781	517673596	weird_spiny	138.121546961328	330.0	68	2.000040000800016	329.999999548747	13009.645503582742
1791	519749342	aspiny	14.679313459801302	70.0	38	2.000040000800016	69.9999988529321	3564.958964250794
1792	519749342	aspiny	14.679313459801302	70.0	39	9.000180003600072	90.0000005077395	3564.958964250794
1793	519749342	aspiny	14.679313459801302	70.0	40	14.000280005600112	110.000002162547	3564.958964250794
1794	519749342	aspiny	14.679313459801302	70.0	41	19.000380007600153	129.99999687846	3564.958964250794
1795	519749342	aspiny	14.679313459801302	70.0	42	22.000440008800176	149.999998533268	3564.958964250794
1796	519749342	aspiny	14.679313459801302	70.0	43	28.000560011200225	170.000000188075	3564.958964250794
1797	519749342	aspiny	14.679313459801302	70.0	46	5.00010000200004	79.9999996803358	3564.958964250794
1799	519749342	aspiny	14.679313459801302	70.0	48	1.000020000400008	69.9999988529321	3564.958964250794
1800	519749342	aspiny	14.679313459801302	70.0	49	1.000020000400008	69.9999988529321	3564.958964250794
1801	519749342	aspiny	14.679313459801302	70.0	50	1.000020000400008	69.9999988529321	3564.958964250794
1802	519749342	aspiny	14.679313459801302	70.0	51	2.000040000800016	69.9999988529321	3564.958964250794
1811	519832676	spiny	4.06658352762565	130.0	38	1.000020000400008	129.99999687846	5324.976266713852
1812	519832676	spiny	4.06658352762565	130.0	39	3.000060001200024	149.999998533268	5324.976266713852
1813	519832676	spiny	4.06658352762565	130.0	40	4.000080001600032	170.000000188075	5324.976266713852
1814	519832676	spiny	4.06658352762565	130.0	41	5.00010000200004	190.000001842883	5324.976266713852
1815	519832676	spiny	4.06658352762565	130.0	42	6.000120002400048	210.00000349769	5324.976266713852
1816	519832676	spiny	4.06658352762565	130.0	43	7.000140002800056	230.000005152498	5324.976266713852
1828	520454345	weird_spiny	133.333333333336	110.0	50	2.000040000800016	129.99999687846	9385.344767713075
1829	520454345	weird_spiny	133.333333333336	110.0	51	2.000040000800016	149.999998533268	9385.344767713075
1830	520454345	weird_spiny	133.333333333336	110.0	52	2.000040000800016	170.000000188075	9385.344767713075
1831	520454345	weird_spiny	133.333333333336	110.0	53	3.000060001200024	190.000001842883	9385.344767713075
1832	520454345	weird_spiny	133.333333333336	110.0	54	3.000060001200024	210.00000349769	9385.344767713075
1833	520454345	weird_spiny	133.333333333336	110.0	55	3.000060001200024	230.000005152498	9385.344767713075
1834	520454345	weird_spiny	133.333333333336	110.0	56	4.000080001600032	249.999992929517	9385.344767713075
1835	520454345	weird_spiny	133.333333333336	110.0	57	7.000140002800056	269.999994584325	9385.344767713075
1836	520454345	weird_spiny	133.333333333336	110.0	58	2.000040000800016	119.999996051057	9385.344767713075
1837	520454345	weird_spiny	133.333333333336	110.0	59	2.000040000800016	110.000002162547	9385.344767713075
1839	520454345	weird_spiny	133.333333333336	110.0	61	2.000040000800016	110.000002162547	9385.344767713075
1840	520454345	weird_spiny	133.333333333336	110.0	62	2.000040000800016	110.000002162547	9385.344767713075
1841	520454345	weird_spiny	133.333333333336	110.0	63	2.000040000800016	110.000002162547	9385.344767713075
1856	520631294	weird_spiny	130.548302872063	150.0	59	2.000040000800016	170.000000188075	10955.672562049836
1857	520631294	weird_spiny	130.548302872063	150.0	60	2.000040000800016	190.000001842883	10955.672562049836
1858	520631294	weird_spiny	130.548302872063	150.0	61	2.000040000800016	210.00000349769	10955.672562049836
1859	520631294	weird_spiny	130.548302872063	150.0	62	2.000040000800016	230.000005152498	10955.672562049836
1860	520631294	weird_spiny	130.548302872063	150.0	63	2.000040000800016	249.999992929517	10955.672562049836
1861	520631294	weird_spiny	130.548302872063	150.0	64	3.000060001200024	269.999994584325	10955.672562049836
1862	520631294	weird_spiny	130.548302872063	150.0	65	5.00010000200004	289.999996239132	10955.672562049836
1863	520631294	weird_spiny	130.548302872063	150.0	66	6.000120002400048	309.999997893939	10955.672562049836
1864	520631294	weird_spiny	130.548302872063	150.0	67	2.000040000800016	159.999999360672	10955.672562049836
1865	520631294	weird_spiny	130.548302872063	150.0	69	2.000040000800016	149.999998533268	10955.672562049836
1866	520631294	weird_spiny	130.548302872063	150.0	70	2.000040000800016	149.999998533268	10955.672562049836
1867	520631294	weird_spiny	130.548302872063	150.0	71	2.000040000800016	149.999998533268	10955.672562049836
1868	520631294	weird_spiny	130.548302872063	150.0	72	2.000040000800016	149.999998533268	10955.672562049836
1881	523748610	aspiny	12.9363316875445	130.0	32	2.000040000800016	129.99999687846	2158.239492106956
1882	523748610	aspiny	12.9363316875445	130.0	33	7.000140002800056	149.999998533268	2158.239492106956
1883	523748610	aspiny	12.9363316875445	130.0	34	13.000260005200104	170.000000188075	2158.239492106956
1884	523748610	aspiny	12.9363316875445	130.0	35	17.000340006800137	190.000001842883	2158.239492106956
1885	523748610	aspiny	12.9363316875445	130.0	36	20.00040000800016	210.00000349769	2158.239492106956
1886	523748610	aspiny	12.9363316875445	130.0	37	23.000460009200186	230.000005152498	2158.239492106956
1887	523748610	aspiny	12.9363316875445	130.0	38	27.000540010800215	249.999992929517	2158.239492106956
1888	523748610	aspiny	12.9363316875445	130.0	39	30.00060001200024	269.999994584325	2158.239492106956
1890	523748610	aspiny	12.9363316875445	130.0	41	4.000080001600032	149.999998533268	2158.239492106956
1891	523748610	aspiny	12.9363316875445	130.0	42	4.000080001600032	149.999998533268	2158.239492106956
1892	523748610	aspiny	12.9363316875445	130.0	43	6.000120002400048	149.999998533268	2158.239492106956
1893	523748610	aspiny	12.9363316875445	130.0	44	4.000080001600032	149.999998533268	2158.239492106956
1906	524689239	aspiny	14.920514350822	119.99999237060499	28	2.000040000800016	129.99999687846	2024.9178642670413
1907	524689239	aspiny	14.920514350822	119.99999237060499	29	6.000120002400048	149.999998533268	2024.9178642670413
1908	524689239	aspiny	14.920514350822	119.99999237060499	30	12.000240004800096	170.000000188075	2024.9178642670413
1909	524689239	aspiny	14.920514350822	119.99999237060499	31	17.000340006800137	190.000001842883	2024.9178642670413
1910	524689239	aspiny	14.920514350822	119.99999237060499	32	19.000380007600153	210.00000349769	2024.9178642670413
1911	524689239	aspiny	14.920514350822	119.99999237060499	33	22.000440008800176	230.000005152498	2024.9178642670413
1912	524689239	aspiny	14.920514350822	119.99999237060499	34	28.000560011200225	249.999992929517	2024.9178642670413
1913	524689239	aspiny	14.920514350822	119.99999237060499	35	26.00052001040021	269.999994584325	2024.9178642670413
1914	524689239	aspiny	14.920514350822	119.99999237060499	36	1.000020000400008	119.999996051057	2024.9178642670413
1915	524689239	aspiny	14.920514350822	119.99999237060499	37	1.000020000400008	119.999996051057	2024.9178642670413
1916	524689239	aspiny	14.920514350822	119.99999237060499	38	1.000020000400008	119.999996051057	2024.9178642670413
1917	524689239	aspiny	14.920514350822	119.99999237060499	39	1.000020000400008	119.999996051057	2024.9178642670413
1925	525018757	sparsely spiny	15.3300337260742	70.0	28	3.000060001200024	69.9999988529321	4237.90443736414
1926	525018757	sparsely spiny	15.3300337260742	70.0	29	8.000160003200063	90.0000005077395	4237.90443736414
1927	525018757	sparsely spiny	15.3300337260742	70.0	30	15.00030000600012	110.000002162547	4237.90443736414
1928	525018757	sparsely spiny	15.3300337260742	70.0	31	19.000380007600153	129.99999687846	4237.90443736414
1929	525018757	sparsely spiny	15.3300337260742	70.0	32	22.000440008800176	149.999998533268	4237.90443736414
1930	525018757	sparsely spiny	15.3300337260742	70.0	33	26.00052001040021	170.000000188075	4237.90443736414
1931	525018757	sparsely spiny	15.3300337260742	70.0	34	31.000620012400248	190.000001842883	4237.90443736414
1932	525018757	sparsely spiny	15.3300337260742	70.0	35	32.000640012800254	210.00000349769	4237.90443736414
1935	525018757	sparsely spiny	15.3300337260742	70.0	38	4.000080001600032	69.9999988529321	4237.90443736414
1936	525018757	sparsely spiny	15.3300337260742	70.0	39	4.000080001600032	69.9999988529321	4237.90443736414
1937	525018757	sparsely spiny	15.3300337260742	70.0	40	4.000080001600032	69.9999988529321	4237.90443736414
1938	525018757	sparsely spiny	15.3300337260742	70.0	41	3.000060001200024	69.9999988529321	4237.90443736414
1946	525133308	spiny	13.514731056852	90.0	48	5.00010000200004	90.0000005077395	3856.2118896239294
1947	525133308	spiny	13.514731056852	90.0	49	9.000180003600072	110.000002162547	3856.2118896239294
1948	525133308	spiny	13.514731056852	90.0	50	13.000260005200104	129.99999687846	3856.2118896239294
1949	525133308	spiny	13.514731056852	90.0	51	16.000320006400127	149.999998533268	3856.2118896239294
1950	525133308	spiny	13.514731056852	90.0	54	22.000440008800176	210.00000349769	3856.2118896239294
1951	525133308	spiny	13.514731056852	90.0	55	24.000480009600192	230.000005152498	3856.2118896239294
1953	525133308	spiny	13.514731056852	90.0	57	1.000020000400008	90.0000005077395	3856.2118896239294
1954	525133308	spiny	13.514731056852	90.0	58	1.000020000400008	90.0000005077395	3856.2118896239294
1955	525133308	spiny	13.514731056852	90.0	59	1.000020000400008	90.0000005077395	3856.2118896239294
1956	525133308	spiny	13.514731056852	90.0	60	1.000020000400008	90.0000005077395	3856.2118896239294
1970	526531616	aspiny	35.5715511288736	140.0	34	16.000320006400127	149.999998533268	2747.3233244134053
1971	526531616	aspiny	35.5715511288736	140.0	35	28.000560011200225	170.000000188075	2747.3233244134053
1972	526531616	aspiny	35.5715511288736	140.0	36	35.00070001400028	190.000001842883	2747.3233244134053
1973	526531616	aspiny	35.5715511288736	140.0	37	40.00080001600032	210.00000349769	2747.3233244134053
1974	526531616	aspiny	35.5715511288736	140.0	38	42.00084001680034	230.000005152498	2747.3233244134053
1975	526531616	aspiny	35.5715511288736	140.0	39	44.00088001760035	249.999992929517	2747.3233244134053
1976	526531616	aspiny	35.5715511288736	140.0	40	47.00094001880038	269.999994584325	2747.3233244134053
1977	526531616	aspiny	35.5715511288736	140.0	41	49.00098001960039	289.999996239132	2747.3233244134053
1978	526531616	aspiny	35.5715511288736	140.0	42	19.000380007600153	159.999999360672	2747.3233244134053
1979	526531616	aspiny	35.5715511288736	140.0	43	9.000180003600072	139.999997705864	2747.3233244134053
1980	526531616	aspiny	35.5715511288736	140.0	46	5.00010000200004	139.999997705864	2747.3233244134053
1981	526531616	aspiny	35.5715511288736	140.0	47	8.000160003200063	139.999997705864	2747.3233244134053
1982	526531616	aspiny	35.5715511288736	140.0	48	6.000120002400048	139.999997705864	2747.3233244134053
1983	526531616	aspiny	35.5715511288736	140.0	49	6.000120002400048	139.999997705864	2747.3233244134053
1997	526714733	spiny	5.00183400580212	230.0	44	1.000020000400008	230.000005152498	5406.365626176695
1998	526714733	spiny	5.00183400580212	230.0	45	3.000060001200024	249.999992929517	5406.365626176695
1999	526714733	spiny	5.00183400580212	230.0	46	4.000080001600032	269.999994584325	5406.365626176695
2000	526714733	spiny	5.00183400580212	230.0	47	8.000160003200063	289.999996239132	5406.365626176695
2001	526714733	spiny	5.00183400580212	230.0	48	9.000180003600072	309.999997893939	5406.365626176695
2002	526714733	spiny	5.00183400580212	230.0	49	11.000220004400088	329.999999548747	5406.365626176695
2003	526714733	spiny	5.00183400580212	230.0	50	13.000260005200104	350.000001203554	5406.365626176695
2004	526714733	spiny	5.00183400580212	230.0	51	14.000280005600112	370.000002858362	5406.365626176695
2005	526714733	spiny	5.00183400580212	230.0	52	15.00030000600012	390.000004513169	5406.365626176695
2006	526714733	spiny	5.00183400580212	230.0	53	1.000020000400008	239.999992102113	5406.365626176695
2007	526714733	spiny	5.00183400580212	230.0	54	1.000020000400008	239.999992102113	5406.365626176695
2008	526714733	spiny	5.00183400580212	230.0	55	1.000020000400008	239.999992102113	5406.365626176695
2009	526714733	spiny	5.00183400580212	230.0	56	1.000020000400008	239.999992102113	5406.365626176695
2028	526725807	weird_spiny	100.200400801602	270.0	66	2.000040000800016	269.999994584325	4819.206980739895
2029	526725807	weird_spiny	100.200400801602	270.0	67	2.000040000800016	289.999996239132	4819.206980739895
2030	526725807	weird_spiny	100.200400801602	270.0	68	2.000040000800016	309.999997893939	4819.206980739895
2031	526725807	weird_spiny	100.200400801602	270.0	69	2.000040000800016	329.999999548747	4819.206980739895
2032	526725807	weird_spiny	100.200400801602	270.0	70	3.000060001200024	350.000001203554	4819.206980739895
2033	526725807	weird_spiny	100.200400801602	270.0	71	2.000040000800016	370.000002858362	4819.206980739895
2034	526725807	weird_spiny	100.200400801602	270.0	72	4.000080001600032	390.000004513169	4819.206980739895
2035	526725807	weird_spiny	100.200400801602	270.0	73	6.000120002400048	410.000006167976	4819.206980739895
2037	526725807	weird_spiny	100.200400801602	270.0	75	1.000020000400008	269.999994584325	4819.206980739895
2039	526725807	weird_spiny	100.200400801602	270.0	77	1.000020000400008	279.999995411728	4819.206980739895
2040	526725807	weird_spiny	100.200400801602	270.0	78	1.000020000400008	279.999995411728	4819.206980739895
2041	526725807	weird_spiny	100.200400801602	270.0	79	1.000020000400008	279.999995411728	4819.206980739895
2042	526725807	weird_spiny	100.200400801602	270.0	80	1.000020000400008	279.999995411728	4819.206980739895
2045	526725807	weird_spiny	100.200400801602	270.0	95	1.000020000400008	350.000001203554	4819.206980739895
2066	526727406	spiny	7.29962528590201	300.0	77	3.000060001200024	309.999997893939	6836.411853261501
2067	526727406	spiny	7.29962528590201	300.0	78	5.00010000200004	329.999999548747	6836.411853261501
2068	526727406	spiny	7.29962528590201	300.0	79	7.000140002800056	350.000001203554	6836.411853261501
2069	526727406	spiny	7.29962528590201	300.0	80	8.000160003200063	370.000002858362	6836.411853261501
2070	526727406	spiny	7.29962528590201	300.0	81	10.00020000400008	390.000004513169	6836.411853261501
2071	526727406	spiny	7.29962528590201	300.0	82	11.000220004400088	410.000006167976	6836.411853261501
2072	526727406	spiny	7.29962528590201	300.0	83	12.000240004800096	430.000007822784	6836.411853261501
2073	526727406	spiny	7.29962528590201	300.0	84	13.000260005200104	450.000009477591	6836.411853261501
2075	526727406	spiny	7.29962528590201	300.0	86	1.000020000400008	299.999997066536	6836.411853261501
2077	526727406	spiny	7.29962528590201	300.0	88	1.000020000400008	299.999997066536	6836.411853261501
2078	526727406	spiny	7.29962528590201	300.0	89	1.000020000400008	299.999997066536	6836.411853261501
2079	526727406	spiny	7.29962528590201	300.0	90	1.000020000400008	299.999997066536	6836.411853261501
2080	526727406	spiny	7.29962528590201	300.0	91	1.000020000400008	299.999997066536	6836.411853261501
2100	526734407	aspiny	207.900207900204	270.0	49	2.000040000800016	269.999994584325	10702.58235543408
2101	526734407	aspiny	207.900207900204	270.0	50	3.000060001200024	289.999996239132	10702.58235543408
2102	526734407	aspiny	207.900207900204	270.0	51	3.000060001200024	309.999997893939	10702.58235543408
2103	526734407	aspiny	207.900207900204	270.0	52	4.000080001600032	329.999999548747	10702.58235543408
2104	526734407	aspiny	207.900207900204	270.0	53	4.000080001600032	350.000001203554	10702.58235543408
2105	526734407	aspiny	207.900207900204	270.0	54	4.000080001600032	370.000002858362	10702.58235543408
2106	526734407	aspiny	207.900207900204	270.0	55	4.000080001600032	390.000004513169	10702.58235543408
2107	526734407	aspiny	207.900207900204	270.0	56	4.000080001600032	410.000006167976	10702.58235543408
2111	526734407	aspiny	207.900207900204	270.0	60	2.000040000800016	299.999997066536	10702.58235543408
2112	526734407	aspiny	207.900207900204	270.0	61	2.000040000800016	299.999997066536	10702.58235543408
2113	526734407	aspiny	207.900207900204	270.0	62	2.000040000800016	299.999997066536	10702.58235543408
2114	526734407	aspiny	207.900207900204	270.0	63	1.000020000400008	299.999997066536	10702.58235543408
2132	526800653	weird_spiny	199.203187250995	350.0	57	2.000040000800016	350.000001203554	14439.909909673284
2133	526800653	weird_spiny	199.203187250995	350.0	59	2.000040000800016	390.000004513169	14439.909909673284
2134	526800653	weird_spiny	199.203187250995	350.0	60	2.000040000800016	410.000006167976	14439.909909673284
2135	526800653	weird_spiny	199.203187250995	350.0	61	2.000040000800016	430.000007822784	14439.909909673284
2136	526800653	weird_spiny	199.203187250995	350.0	62	2.000040000800016	450.000009477591	14439.909909673284
2137	526800653	weird_spiny	199.203187250995	350.0	63	3.000060001200024	469.999983376823	14439.909909673284
2138	526800653	weird_spiny	199.203187250995	350.0	64	2.000040000800016	350.000001203554	14439.909909673284
2139	526800653	weird_spiny	199.203187250995	350.0	65	2.000040000800016	350.000001203554	14439.909909673284
2140	526800653	weird_spiny	199.203187250995	350.0	66	2.000040000800016	350.000001203554	14439.909909673284
2141	526800653	weird_spiny	199.203187250995	350.0	67	2.000040000800016	350.000001203554	14439.909909673284
2162	527095729	aspiny	39.563382567765004	280.0	41	15.00030000600012	289.999996239132	3434.3671219899907
2163	527095729	aspiny	39.563382567765004	280.0	42	33.00066001320027	309.999997893939	3434.3671219899907
2164	527095729	aspiny	39.563382567765004	280.0	43	40.00080001600032	329.999999548747	3434.3671219899907
2165	527095729	aspiny	39.563382567765004	280.0	44	49.00098001960039	350.000001203554	3434.3671219899907
2166	527095729	aspiny	39.563382567765004	280.0	45	54.00108002160043	370.000002858362	3434.3671219899907
2167	527095729	aspiny	39.563382567765004	280.0	46	57.001140022800456	390.000004513169	3434.3671219899907
2168	527095729	aspiny	39.563382567765004	280.0	47	60.00120002400048	410.000006167976	3434.3671219899907
2169	527095729	aspiny	39.563382567765004	280.0	48	62.001240024800495	430.000007822784	3434.3671219899907
2170	527095729	aspiny	39.563382567765004	280.0	49	1.000020000400008	279.999995411728	3434.3671219899907
2172	527095729	aspiny	39.563382567765004	280.0	51	1.000020000400008	289.999996239132	3434.3671219899907
2173	527095729	aspiny	39.563382567765004	280.0	52	7.000140002800056	289.999996239132	3434.3671219899907
2174	527095729	aspiny	39.563382567765004	280.0	53	5.00010000200004	289.999996239132	3434.3671219899907
2175	527095729	aspiny	39.563382567765004	280.0	54	9.000180003600072	289.999996239132	3434.3671219899907
2190	527869035	sparsely spiny	31.3164075606755	160.0	36	8.000160003200063	170.000000188075	2007.8501968409478
2191	527869035	sparsely spiny	31.3164075606755	160.0	37	18.000360007200143	190.000001842883	2007.8501968409478
2192	527869035	sparsely spiny	31.3164075606755	160.0	38	29.00058001160023	210.00000349769	2007.8501968409478
2193	527869035	sparsely spiny	31.3164075606755	160.0	39	36.00072001440029	230.000005152498	2007.8501968409478
2194	527869035	sparsely spiny	31.3164075606755	160.0	40	42.00084001680034	249.999992929517	2007.8501968409478
2195	527869035	sparsely spiny	31.3164075606755	160.0	41	44.00088001760035	269.999994584325	2007.8501968409478
2196	527869035	sparsely spiny	31.3164075606755	160.0	42	49.00098001960039	289.999996239132	2007.8501968409478
2197	527869035	sparsely spiny	31.3164075606755	160.0	43	54.00108002160043	309.999997893939	2007.8501968409478
2198	527869035	sparsely spiny	31.3164075606755	160.0	44	1.000020000400008	159.999999360672	2007.8501968409478
2200	527869035	sparsely spiny	31.3164075606755	160.0	46	1.000020000400008	170.000000188075	2007.8501968409478
2201	527869035	sparsely spiny	31.3164075606755	160.0	47	2.000040000800016	170.000000188075	2007.8501968409478
2202	527869035	sparsely spiny	31.3164075606755	160.0	48	6.000120002400048	170.000000188075	2007.8501968409478
2203	527869035	sparsely spiny	31.3164075606755	160.0	49	3.000060001200024	170.000000188075	2007.8501968409478
2205	527869035	sparsely spiny	31.3164075606755	160.0	62	5.00010000200004	190.000001842883	2007.8501968409478
2206	527869035	sparsely spiny	31.3164075606755	160.0	63	2.000040000800016	180.000001015479	2007.8501968409478
2216	527891102	spiny	6.19011067917894	90.0	37	2.000040000800016	90.0000005077395	5416.488995482663
2217	527891102	spiny	6.19011067917894	90.0	38	3.000060001200024	110.000002162547	5416.488995482663
2218	527891102	spiny	6.19011067917894	90.0	39	6.000120002400048	129.99999687846	5416.488995482663
2219	527891102	spiny	6.19011067917894	90.0	40	9.000180003600072	149.999998533268	5416.488995482663
2220	527891102	spiny	6.19011067917894	90.0	41	11.000220004400088	170.000000188075	5416.488995482663
2221	527891102	spiny	6.19011067917894	90.0	42	14.000280005600112	190.000001842883	5416.488995482663
2222	527891102	spiny	6.19011067917894	90.0	43	16.000320006400127	210.00000349769	5416.488995482663
2223	527891102	spiny	6.19011067917894	90.0	44	18.000360007200143	230.000005152498	5416.488995482663
2225	527891102	spiny	6.19011067917894	90.0	46	1.000020000400008	90.0000005077395	5416.488995482663
2226	527891102	spiny	6.19011067917894	90.0	47	1.000020000400008	90.0000005077395	5416.488995482663
2227	527891102	spiny	6.19011067917894	90.0	48	1.000020000400008	90.0000005077395	5416.488995482663
2228	527891102	spiny	6.19011067917894	90.0	49	1.000020000400008	90.0000005077395	5416.488995482663
2231	527891102	spiny	6.19011067917894	90.0	63	1.000020000400008	110.000002162547	5416.488995482663
2244	527941296	weird_spiny	58.0720092915215	130.0	53	1.000020000400008	129.99999687846	9517.903612662249
2245	527941296	weird_spiny	58.0720092915215	130.0	54	2.000040000800016	149.999998533268	9517.903612662249
2246	527941296	weird_spiny	58.0720092915215	130.0	55	2.000040000800016	170.000000188075	9517.903612662249
2247	527941296	weird_spiny	58.0720092915215	130.0	57	3.000060001200024	210.00000349769	9517.903612662249
2248	527941296	weird_spiny	58.0720092915215	130.0	58	4.000080001600032	230.000005152498	9517.903612662249
2249	527941296	weird_spiny	58.0720092915215	130.0	59	5.00010000200004	249.999992929517	9517.903612662249
2253	527941296	weird_spiny	58.0720092915215	130.0	64	1.000020000400008	149.999998533268	9517.903612662249
2254	527941296	weird_spiny	58.0720092915215	130.0	65	1.000020000400008	149.999998533268	9517.903612662249
2255	527941296	weird_spiny	58.0720092915215	130.0	66	1.000020000400008	149.999998533268	9517.903612662249
2256	527941296	weird_spiny	58.0720092915215	130.0	67	1.000020000400008	149.999998533268	9517.903612662249
2266	527942865	spiny	2.7125264471328596	70.0	35	1.000020000400008	69.9999988529321	7324.4656032112025
