Species	Specimen_ID	Total_Volume	specimen__id	ef__avg_firing_rate
Mouse	614777438	5245.165858034386	614777438	50.7040621197196
Mouse	547344442	5797.931158659215	547344442	6.73960416058229
Mouse	569810649	1513.0279280586315	569810649	29.828026001810304
Mouse	555089724	1023.61114743049	555089724	23.289295392953896
Mouse	476686112	3629.746400892131	476686112	17.102147922890698
Mouse	555019563	4218.446130381044	555019563	12.469110612346698
Mouse	539014038	2606.323271840961	539014038	26.291435302036
Mouse	327962063	1178.4603814390207	327962063	33.9876820400848
Mouse	565209132	1700.9659916402913	565209132	37.2300819061802
Mouse	570946690	4015.8017881261885	570946690	109.55791353040199
Mouse	569809287	1376.7014433110285	569809287	16.037292049779698
Mouse	573622646	4549.36557135498	573622646	9.21531585495093
Mouse	534303031	4154.424723467041	534303031	6.22884787077218
Mouse	526531616	2747.323324413405	526531616	35.5715511288736
Mouse	471077857	3265.422888263583	471077857	120.469026074851
Mouse	572609108	4415.532620140888	572609108	99.08124662223
Mouse	475202388	3415.2207090391234	475202388	6.07352610705197
Mouse	482516713	1647.519963277889	482516713	116.295973251926
Mouse	574734127	2251.0444729821675	574734127	32.5520833333332
Mouse	565855793	3399.8096308985523	565855793	5.49526033795851
Mouse	583138568	1326.1714813918707	583138568	6.66622225184988
Mouse	565459685	2947.638272594065	565459685	27.7008310249307
Mouse	623185845	6004.160583754784	623185845	16.5289256198347
Mouse	570896413	1297.9587949405402	570896413	183.150183150182
Mouse	614767057	3437.417557285309	614767057	15.0547994700711
Mouse	583138230	1540.2750340884957	583138230	6.928086462519049
Mouse	582613001	945.6381611019449	582613001	29.103608847497203
Mouse	382982932	5406.395301276401	382982932	12.268775408912699
Mouse	487099387	1912.8153224388902	487099387	49.1285269257825
Mouse	547325858	8664.878900973727	547325858	10.269517789086901
Mouse	593312584	1387.1023350808348	593312584	15.9269483966872
Mouse	584231995	3377.789137133259	584231995	32.5322699128974
Mouse	490387590	4100.980154312846	490387590	100.74754679723499
Mouse	488504814	3458.3293332295125	488504814	28.129078716413897
Mouse	565417112	1685.4708917726362	565417112	13.158760444766099
Mouse	567007144	1513.172793706013	567007144	27.4854719648186
Mouse	534141324	3274.6430629635684	534141324	37.0644922164566
Mouse	585952606	1352.4521238062014	585952606	55.70748506026529
Mouse	569494755	2238.504955652347	569494755	18.754688672168
Mouse	567312865	7486.918018041109	567312865	13.6272787838411
Mouse	509617624	3007.145195905623	509617624	75.1879699248115
Mouse	560992553	2239.331218745527	560992553	16.7546284661138
Mouse	583146274	910.5113183645442	583146274	17.3881024466083
Mouse	487661754	3677.596099268516	487661754	8.807191701109108
Mouse	565880475	1627.505203205208	565880475	29.975399499720897
Mouse	569072334	2951.9666473789703	569072334	48.702644449971
Mouse	567927838	3460.3676973408224	567927838	43.36696917772
Mouse	313862167	3074.5443263175125	313862167	32.5109860040206
Mouse	574377552	2836.4598842123114	574377552	87.2564935064933
Mouse	554779051	2296.0914275358887	554779051	70.6011557670684
Mouse	561940338	1713.9628842285713	561940338	43.0663221360896
Mouse	579626068	3273.5071832735775	579626068	16.14291863969
Mouse	580014328	4568.137257671871	580014328	47.2589792060489
Mouse	556968207	2798.027326457444	556968207	11.3096584483149
Mouse	478110866	1030.4594988380081	478110866	29.5036824966672
Mouse	471087830	3402.891593973647	471087830	88.6655829762075
Mouse	569670455	2316.7774412608514	569670455	16.3857677902622
Mouse	567029686	2487.7793029602253	567029686	32.0512820512822
Mouse	591268268	3475.9122665963478	591268268	112.63885652140101
Mouse	586072188	1009.7979374501327	586072188	12.388503468781
Mouse	502269786	5926.681327281987	502269786	6.7082578654323495
Mouse	574059157	3217.862747408029	574059157	56.130722215292394
Mouse	561517025	5288.426794460502	561517025	48.692107349111005
Mouse	560753350	9627.084515368042	560753350	15.064778547755301
Mouse	535728342	2117.475758588204	535728342	46.5671883541535
Mouse	566647353	3111.3396804499116	566647353	5.927857968523071
Mouse	585946742	804.1868787491652	585946742	13.037809647979099
Mouse	514767977	1434.243976707909	514767977	25.385396473737604
Mouse	571306690	4722.2262186833805	571306690	7.39955109390032
Mouse	567354967	1938.184057085932	567354967	22.7395776935571
Mouse	561553133	3300.117138207078	561553133	23.674242424242397
Mouse	333604946	2698.1761297455273	333604946	44.0990022600739
Mouse	473943881	3650.553359176376	473943881	13.400933598374
Mouse	519749342	3564.958964250794	519749342	14.679313459801302
Mouse	475549284	4672.176709024622	475549284	72.661217075386
Mouse	566541912	2426.5481705062753	566541912	19.984433178366302
Mouse	486896849	8817.933657837959	486896849	44.4159814898979
Mouse	582644266	977.7576509487053	582644266	22.5354421044006
Mouse	586559181	3002.8346911900344	586559181	15.896085021346199
Mouse	561985849	6368.8932316116725	561985849	8.53912627659938
Mouse	571311039	3826.29361052182	571311039	104.384133611691
Mouse	565863515	6022.196077557722	565863515	9.290874038975222
Mouse	535708196	2228.673232895622	535708196	40.1821591213502
Mouse	488677994	3849.82364272768	488677994	32.3732742956202
Mouse	324493977	2920.9155497576576	324493977	22.3582645727974
Mouse	571867358	2627.5379647834875	571867358	108.36759910065001
Mouse	565415071	2626.2323824002488	565415071	36.418946421303
Mouse	476086391	1079.5377716028247	476086391	29.385836027034998
Mouse	562632795	2931.3644544830167	562632795	18.107741059302896
Mouse	569965244	4763.4180431905925	569965244	18.584515818702602
Mouse	567320213	2874.6038756136695	567320213	26.0281103591879
Mouse	585832440	2496.9889404517344	585832440	59.667098738761
Mouse	536306115	1887.533705788641	536306115	25.783296549163605
Mouse	471077468	3925.0993736636274	471077468	73.0805122381748
Mouse	566678900	1947.3069844677332	566678900	113.46138260799101
Mouse	473540161	3290.556762881131	473540161	25.3427876010412
Mouse	341442651	5529.8394491440795	341442651	34.1246459567982
Mouse	571379222	4569.276606070091	571379222	57.002096862848795
Mouse	479905853	2837.265819109792	479905853	20.357106505167
Mouse	333785962	2416.757929675612	333785962	179.53321364452202
Mouse	323475862	1675.1219700221664	323475862	6.21291665372309
Mouse	475057898	2520.977746799483	475057898	22.016963546198898
Mouse	561934585	3182.6383399717643	561934585	9.85804416403785
Mouse	324266189	3369.22322269547	324266189	21.0644183171747
Mouse	474626527	1661.2646020708073	474626527	28.738490787103
Mouse	554807924	1823.741166871772	554807924	45.91669399803221
Human	519832676	5324.976266713852	519832676	4.06658352762565
Human	596020931	6492.747097834413	596020931	172.413793103451
Human	569095789	1359.4406400283688	569095789	8.90908280992472
Human	576095991	4486.05238171717	576095991	13.6994962800599
Human	531520637	5944.823514473935	531520637	40.71661237785
Human	616647103	15158.78954803428	616647103	4.02641327105814
Human	542143598	2473.1009230811856	542143598	16.2665105081658
Human	531520401	13160.735209979819	531520401	146.198830409358
Human	527942865	7324.465603211202	527942865	2.7125264471328596
Human	529807751	5534.297948263755	529807751	28.080786262015298
Human	601927090	849.7035528940144	601927090	46.804094340774604
Human	517673596	13009.645503582742	517673596	138.121546961328
Human	595999306	1820.2582896065244	595999306	16.9822535450454
Human	528042185	5414.534443231707	528042185	7.16760243698481
Human	488386626	4086.747560109835	488386626	173.611111111111
Human	528638057	22979.814381507134	528638057	7.64726446425452
Human	571427524	4784.873991476567	571427524	19.888207339795198
Human	508282493	9552.521840567317	508282493	9.21149594694178
Human	576132767	3316.754637266239	576132767	13.0488680107001
Human	571709783	4171.240691822452	571709783	37.1962307819475
Human	571718621	3092.7041765833465	571718621	24.9473935397097
Human	508421103	2463.797511984752	508421103	10.8389334489486
Human	561432315	3409.1925804257558	561432315	36.139850897300896
Human	530062215	18702.857806363358	530062215	37.9650721336371
Human	527891102	5416.488995482663	527891102	6.19011067917894
Human	539640410	5534.938091730577	539640410	46.8899716621476
Human	541536216	3544.045327072458	541536216	3.20157090412362
Human	614230805	9112.012794866807	614230805	5.72622899189739
Human	614635228	5058.101729207299	614635228	13.006976469197099
Human	643572206	1768.8077212601602	643572206	55.594448791335495
Human	508410761	14793.040401469372	508410761	89.60573476702429
Human	643582610	4020.039848780666	643582610	163.39869281046
Human	548473051	9258.938099420015	548473051	159.744408945689
Human	525018757	4237.90443736414	525018757	15.3300337260742
Human	571483807	7194.219234877476	571483807	5.84453535943892
Human	571435969	2583.337880747758	571435969	10.150996066489
Human	548421866	10227.331169743398	548421866	10.9027474923681
Human	508309649	13508.842395795102	508309649	12.004801920768301
Human	587710671	7456.130748307094	587710671	9.10183128845524
Human	561465305	2904.5258239420746	561465305	19.520815353635
Human	571471295	6363.321835733976	571471295	5.517180500077241
Human	614197612	4688.442705370595	614197612	3.1298251471017795
Human	528038990	10323.322086510085	528038990	1.14953099135553
Human	548408551	7227.482634316184	548408551	5.70750194055066
Human	567731428	5781.535051991489	567731428	7.5958982149639205
Human	576084692	3189.736140111832	576084692	167.78523489932698
Human	613442532	9190.536007854686	613442532	4.02890064731003
Human	571500474	5421.391376405169	571500474	7.662835249042151
Human	548494556	8803.957321625872	548494556	1.28201840978436
Human	614659629	5144.82456060617	614659629	7.26392251815979
Human	637038252	2165.3404930013057	637038252	30.5872756933116
Human	567763632	9909.202054588412	567763632	5.5972237770066
Human	539661667	14365.567881646115	539661667	30.5810397553515
Human	531526539	5229.498591738633	531526539	9.013475145342289
Human	569820026	2409.9489268663892	569820026	25.420497394399
Human	569820130	3754.891835086267	569820130	19.870320016732897
Human	545604343	4390.106275686686	545604343	10.2702209238634
Human	571525618	1788.3395089047463	571525618	32.086447098764204
Human	571624532	9996.764214634746	571624532	4.93644329260768
Human	596052605	7725.52594275135	596052605	7.898715894473161
Human	508378649	3511.5477681579564	508378649	7.86699533224946
Human	595568262	1337.1838641337415	595568262	49.9469950256871
Human	508417989	13501.465620698471	508417989	7.686057491710059
Human	537261100	10344.427246643985	537261100	95.0570342205314
Human	611623402	5705.183172624635	611623402	8.804366966015142
Human	571527806	4863.998868097952	571527806	7.85792865000786
Human	542137330	5031.200820976616	542137330	10.4547830632514
Human	571691416	13035.020727039022	571691416	7.1367399371966895
Human	571735073	17342.763401108783	571735073	8.849949112792599
Human	526714733	5406.365626176695	526714733	5.00183400580212
Human	613468354	2387.692379952247	613468354	18.0532251555763
Human	569821470	6078.089386788611	569821470	10.139702568724699
Human	526734407	10702.582355434079	526734407	207.900207900204
Human	611598198	909.8492376456159	611598198	40.9987290393998
Human	526800653	14439.909909673283	526800653	199.203187250995
Human	595562635	1604.9096348169005	595562635	35.452858126003605
Human	561435279	3047.6866368069573	561435279	18.807598269701
Human	571464200	4197.334653531273	571464200	13.813915926382402
Human	571624971	27535.474404003966	571624971	41.2881915772091
Human	643575207	5613.427109213091	643575207	112.107623318385
Human	529845713	9374.553815795594	529845713	4.755450935634969
Human	571429412	4271.056452550421	571429412	144.50867052023
Human	537204107	6918.757256522175	537204107	4.3756016452262205
Human	541540569	7123.326125779585	541540569	4.09656980554948
Human	508305938	8496.656476209595	508305938	80.0
Human	525133308	3856.2118896239303	525133308	13.514731056852
Human	529898751	8262.554767645624	529898751	5.30579038590783
Human	537266147	8509.52195138341	537266147	1.4316392269148202
Human	596887423	2117.346160594306	596887423	19.0880169671262
Human	528022041	12111.044713809995	528022041	64.8508430609598
Human	531517732	7945.344104656367	531517732	6.01800587357373
Human	614651270	9032.06536877881	614651270	15.3374233128834
Human	530081951	1824.3230564884825	530081951	29.187341033231803
Human	569100745	6549.934517570303	569100745	8.74497164130622
Human	569825715	2375.7879794809123	569825715	8.67797282554793
Human	596036453	2243.3702586845525	596036453	10.620220900594699
Human	541545716	3935.534464493512	541545716	7.90121227171141
Human	527941296	9517.903612662247	527941296	58.0720092915215
Human	576120017	9316.246305653976	576120017	9.71586492788673
Human	526725807	4819.206980739895	526725807	100.200400801602
Human	526727406	6836.411853261502	526727406	7.29962528590201
Human	571642127	6387.988014552613	571642127	6.713662302786171
Human	539537094	16396.711785516192	539537094	4.72530241935483
Human	528687520	9877.010790912873	528687520	25.1256281407035
Human	488386504	4337.309142682827	488386504	214.285714285714
Human	539653924	6446.598275341944	539653924	2.62515422781088
Human	508279351	4285.64297931053	508279351	115.60693641618401
Human	569818704	6868.9380685481965	569818704	6.93272941557093
Human	537297470	6829.806712210557	537297470	4.04858299595142
Human	571430815	3586.663437790852	571430815	12.873602677709401
Human	508405843	1996.795681284981	508405843	14.776661318922601
Human	571666289	11272.806654501986	571666289	4.30021214379909
Human	520454345	9385.344767713075	520454345	133.333333333336
Human	596028822	1602.0464572111844	596028822	38.3729854182655
Human	571450870	6680.116916729935	571450870	5.175447676223991
Human	548440226	14814.429650712726	548440226	62.3441396508736
Human	520631294	10955.672562049835	520631294	130.548302872063
Human	569849486	4299.626481843579	569849486	10.2267788203411
Human	537218493	7536.9309150119425	537218493	143.266475644699
Human	571654895	6816.98141821325	571654895	12.7170570417813
Human	571700636	6348.96791070495	571700636	14.533374857261501
Human	548425467	5030.128663434241	548425467	7.379166154224549
Human	537313158	9049.621411115337	537313158	9.32183640177115
Human	569107566	2343.800950251054	569107566	21.9289085668936
Human	528614014	12093.270674916059	528614014	5.91519969714177
Human	548457754	13495.33430043845	548457754	85.4700854700855
Human	611610514	5349.423831749766	611610514	18.789928598271302
Human	528015670	3467.4819595875597	528015670	17.0220009362101
Human	531523484	6680.200141978365	531523484	1.68799162756153
Human	528623840	4704.086616121056	528623840	3.8678734431809403
Human	541563728	6440.797004244428	541563728	4.790419161676651
Human	529878215	4611.912975784641	529878215	7.42390497401633
Human	562381210	8023.658481576271	562381210	10.8232136285906
Human	595570553	2686.245752161816	595570553	22.4969468429285
Human	558211203	7352.461481232278	558211203	19.961757475152897
Human	529863215	8273.977024482558	529863215	103.305785123968
Human	567742660	6415.23897421309	567742660	23.0000876193814
Human	571520182	2147.4560808828105	571520182	20.9071502453839
Human	488418027	4460.977077878065	488418027	110.741971207086
Human	571659461	4965.485760492449	571659461	13.8080469048732
Human	537313600	9330.746773407574	537313600	63.2911392405063
Human	569844159	3147.6585230513415	569844159	4.302432308398339
Human	528636794	7107.722593766743	528636794	11.3697440773969
Human	508298270	16576.774949734692	508298270	93.1966449207828
Human	527952884	2222.127063469954	527952884	12.739443633752598
Human	561469082	7546.625958346901	561469082	22.560182604772102
